INSTRUMENT,SYMBOL,EXP_DATE,STR_PRICE,OPT_TYPE,OPEN_PRICE,HI_PRICE,LO_PRICE,CLOSE_PRICE,OPEN_INT*,TRD_QTY,NO_OF_CONT,NO_OF_TRADE,NOTION_VAL,PR_VAL,TIMESTAMP
OPTIDX    ,NIFTY     ,13-08-2020,12000,CE      ,6.45,6.45,3.9,4.4,403500,423000,5640,1516,5078001386,2001386.25,04-08-2020
OPTIDX    ,NIFTY     ,13-08-2020,12100,CE      ,4.2,4.55,3.3,3.85,13050,13575,181,42,164309437.5,51937.5,04-08-2020
OPTIDX    ,NIFTY     ,13-08-2020,12200,CE      ,4.85,4.85,2.5,3,18225,22200,296,118,270907477.5,67477.5,04-08-2020
OPTIDX    ,NIFTY     ,13-08-2020,12300,CE      ,2.45,3.5,2.45,2.9,7275,1050,14,10,12918015,3015,04-08-2020
OPTIDX    ,NIFTY     ,13-08-2020,12500,CE      ,3.45,3.45,1.75,2.05,30450,11325,151,56,141586271.3,23771.25,04-08-2020
OPTIDX    ,NIFTY     ,13-08-2020,12700,CE      ,2.95,2.95,1.05,1.05,4500,150,2,2,1905300,300,04-08-2020
OPTIDX    ,NIFTY     ,13-08-2020,12750,CE      ,2.5,2.5,2.45,2.45,5175,900,12,3,11477212.5,2212.5,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,9500,PE      ,3.3,3.3,3.3,3.3,150,75,1,1,712747.5,247.5,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,9600,PE      ,1.5,15,1.5,4.85,75,525,7,4,5043588.75,3588.75,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,9750,PE      ,3,19.5,3,4.4,300,1200,16,7,11710935,10935,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,10000,PE      ,15,16.25,7.1,9.2,41025,134400,1792,1108,1345530304,1530303.75,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,10200,PE      ,33,33,13,14.7,2175,2475,33,23,25290930,45930,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,10300,PE      ,26.65,26.65,18.3,20.8,2925,2850,38,20,29424956.25,69956.25,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,10500,PE      ,65.5,71.6,36.95,38.2,35625,51900,692,338,547407468.8,2457468.75,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,10600,PE      ,90.25,90.25,42,50.7,10800,16050,214,104,171120930,990930,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,10700,CE      ,468.3,468.3,468.3,468.3,75,75,1,1,837622.5,35122.5,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,10700,PE      ,110.45,119.9,51.2,66,15900,28950,386,233,312142218.8,2377218.75,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,10800,PE      ,149.3,156.55,86.35,89.65,17550,21300,284,185,232535962.5,2495962.5,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,10900,CE      ,237.75,319.95,237.75,317.95,3825,5400,72,54,60532428.75,1672428.75,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,10900,PE      ,193.55,196,108.7,118.05,10800,33075,441,273,365247352.5,4729852.5,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,11000,CE      ,187.5,254.8,167.8,251.25,2625,28050,374,275,314562821.3,6012821.25,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,11000,PE      ,239.35,249,147,153.1,27375,53250,710,486,595496272.5,9746272.5,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,11100,CE      ,135.55,195.3,126.85,191.2,2325,12225,163,126,137760191.3,2062691.25,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,11100,PE      ,296,296,191.3,196.9,1425,1950,26,23,22072200,427200,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,11150,CE      ,159.2,159.2,159.2,159.2,75,150,2,2,1696380,23880,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,11200,CE      ,103,144.75,90,143.45,8550,15600,208,146,176605076.3,1885076.25,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,11300,CE      ,69.9,103.7,64,101.7,32025,34200,456,252,389675310,3215310,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,11400,CE      ,51.95,72.4,45,70.75,28500,54375,725,497,623254773.8,3379773.75,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,11500,CE      ,36.65,49.95,30.55,48,29925,44625,595,363,515076918.8,1889418.75,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,11600,CE      ,23.7,34.8,22.1,32.6,8850,12075,161,84,140420471.3,350471.25,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,11700,CE      ,20,23.2,13.45,22.65,5325,14025,187,139,164376198.8,283698.75,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,11900,CE      ,16,16,16,16,150,150,2,2,1787400,2400,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,12000,CE      ,9,10.35,7.95,9.55,15450,40200,536,239,482777835,377835,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,12150,CE      ,10,30,7,7,0,375,5,5,4562700,6450,04-08-2020
OPTIDX    ,NIFTY     ,20-08-2020,12200,CE      ,11.3,11.3,5.95,6.25,750,2400,32,10,29295033.75,15033.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,8000,CE      ,2925,3102.45,2905,3095.85,235875,6000,80,66,66226995,18226995,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,8000,PE      ,3.65,3.65,2.15,2.6,654375,349575,4661,714,2797502636,902636.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,8100,PE      ,3.05,3.7,2.6,2.75,29700,54075,721,132,438168037.5,160537.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,8200,PE      ,3.05,3.25,2.55,2.85,13725,20775,277,60,170416361.3,61361.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,8500,CE      ,2435,2606.1,2428.6,2604.2,494250,2250,30,30,24838222.5,5713222.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,8500,PE      ,3.55,3.65,2.55,3.05,581175,251700,3356,629,2140224765,774765,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,8800,CE      ,2310,2310,2310,2310,150,75,1,1,833250,173250,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,8800,PE      ,5.2,5.2,3.9,3.9,12450,1725,23,13,15188040,8040,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,8900,PE      ,4.6,5.75,4.15,4.5,7800,4350,58,33,38734818.75,19818.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9000,CE      ,1933.2,2103.9,1912.15,2096.45,534225,16725,223,211,184448730,33923730,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9000,PE      ,6.75,6.75,3.95,4.2,1320000,312675,4169,1348,2815583726,1508726.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9050,PE      ,8,8,4.1,4.65,600,375,5,5,3395643.75,1893.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9100,PE      ,6.2,6.2,3.85,4.35,25200,9525,127,45,86730427.5,52927.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9200,CE      ,1835,1894.8,1835,1888.3,26250,900,12,12,9952541.25,1672541.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9200,PE      ,6.3,6.85,4.35,4.75,36450,31575,421,141,290663126.3,173126.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9300,PE      ,7.45,8,4.55,5.3,23100,17475,233,93,162629396.3,111896.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9400,PE      ,8.5,8.9,5.55,5.85,59550,30600,408,266,287849066.3,209066.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9450,PE      ,17.2,17.2,6.1,8.8,300,525,7,5,4966466.25,5216.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9500,CE      ,1448.05,1609.9,1427.7,1604.05,431700,8100,108,108,89378610,12428610,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9500,PE      ,11.45,11.8,6.6,6.9,992775,402750,5370,2735,3829573305,3448305,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9600,CE      ,1400.15,1469.55,1400.15,1469.55,9975,300,4,4,3307661.25,427661.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9600,PE      ,11.7,12.35,7.15,7.45,159150,152250,2030,1179,1463053463,1453462.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9700,CE      ,1243.8,1371.1,1240,1371.1,28950,1200,16,15,13223996.25,1583996.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9700,PE      ,16.2,16.2,8.35,8.65,154575,109425,1459,848,1062619594,1197093.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9750,PE      ,10.5,15.5,10.1,10.1,1275,1875,25,13,18302313.75,21063.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9800,CE      ,1205.7,1305.3,1205.7,1305.3,51000,525,7,7,5798062.5,653062.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9800,PE      ,19.75,19.75,10.05,10.65,1383900,420975,5613,3147,4131056348,5501347.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9850,PE      ,20,20,10.1,13,525,900,12,7,8880172.5,15172.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9900,CE      ,1087,1223,1087,1223,16800,750,10,10,8279400,854400,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9900,PE      ,20.2,23.95,12.75,13.6,734550,456750,6090,2899,4529659095,7834095,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,9950,PE      ,15.6,16.5,14.05,14.05,750,675,9,6,6726952.5,10702.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10000,CE      ,950,1126.55,942.2,1114.1,477375,33075,441,395,364854078.8,34104078.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10000,PE      ,30.75,31.7,17.05,18.5,2989050,1964025,26187,11734,19685191185,44941185,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10050,CE      ,924.95,924.95,913.35,913.35,75,150,2,2,1645372.5,137872.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10050,PE      ,36.35,36.35,19.35,20.6,14100,29100,388,178,293312055,857055,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10100,CE      ,880,1014.05,880,1013.95,35325,1125,15,15,12446313.75,1083813.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10100,PE      ,38.45,39.7,20.15,22.75,799650,531750,7090,3114,5386500026,15825026.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10150,PE      ,54.45,54.45,27.95,27.95,375,1725,23,19,17572016.25,63266.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10200,CE      ,790.1,930,761.2,921.9,77025,7125,95,82,78652706.25,5977706.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10200,PE      ,50,50.5,27,29.3,1123575,1197450,15966,6687,12258680066,44690066.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10250,CE      ,746.9,746.9,738.15,738.15,225,150,2,2,1648878.75,111378.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10250,PE      ,52.65,56.25,28.35,32.1,10200,25950,346,184,267057922.5,1070422.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10300,CE      ,713.05,843,678,829.1,55350,10125,135,93,112024537.5,7737037.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10300,PE      ,64.05,64.4,31,36.85,825075,1117650,14902,6581,11565472283,53677282.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10350,CE      ,654.45,660.5,654.45,660.5,150,150,2,2,1651121.25,98621.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10350,PE      ,65,72.25,39.5,41.55,16200,16725,223,136,173996587.5,892837.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10400,CE      ,611.25,750,595.8,749.9,40875,10350,138,96,114740257.5,7100257.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10400,PE      ,77,81.45,44.65,47.05,971325,948975,12653,6078,9926652053,57312052.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10450,CE      ,589,702.55,585,702.55,450,375,5,5,4155652.5,236902.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10450,PE      ,86.3,91.2,51.5,52.75,13875,19800,264,119,208225278.8,1315278.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10500,CE      ,544,668.15,517.6,662,476475,146550,1954,1561,1625845406,87070406.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10500,PE      ,100.1,103.45,58.95,62,2512950,2997150,39962,19377,31702091269,232016268.8,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10550,CE      ,543.85,637.35,543.85,637.35,525,300,4,4,3335171.25,170171.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10550,PE      ,107.8,113.55,67.1,69.95,18000,72300,964,424,768827156.3,6062156.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10600,CE      ,458.6,583.4,441.9,577.5,102375,44100,588,454,490585796.3,23125796.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10600,PE      ,121.35,128.65,75.25,78.3,952875,1087950,14506,7306,11639114456,106844456.3,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10650,CE      ,442.15,470.6,442.15,470.6,900,375,5,5,4168076.25,174326.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10650,PE      ,135.85,142.4,85.35,87.7,40350,44250,590,282,476215425,4952925,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10700,CE      ,389.05,504.6,371.6,499.9,190200,48300,644,497,538114987.5,21304987.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10700,PE      ,151.95,160.4,95.8,99.4,941325,1232550,16434,9183,13339861095,151576095,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10750,CE      ,359,359,359,359,1575,600,8,6,6665400,215400,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10750,PE      ,168.1,177.55,107,111.4,34275,69450,926,446,756080820,9493320,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10800,CE      ,330,431,310.4,426,333375,339600,4528,2857,3789810383,122130382.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10800,PE      ,185.55,198,121.5,126.05,1000875,1815450,24206,12220,19888842251,281982251.3,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10850,CE      ,297.45,401.55,285,393.3,3675,4200,56,35,46958621.25,1388621.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10850,PE      ,206.7,216.75,134,141.3,26250,54900,732,434,604953915,9288915,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10900,CE      ,272.95,364.4,253.35,357.7,283125,645900,8612,5614,7237316554,197006553.8,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10900,PE      ,229.85,240.55,152.15,158.1,722925,1641225,21883,13339,18202094115,312741615,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10950,CE      ,283.45,331.95,227.5,326.8,8325,111450,1486,1079,1251028815,30651315,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,10950,PE      ,254.35,264.35,170,175.1,21375,126525,1687,965,1412828989,27380238.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11000,CE      ,222.3,301,203.9,296.2,1454250,3297300,43964,24978,37122567698,852267697.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11000,PE      ,279.95,291.35,188.25,194.7,3171525,3885675,51809,29616,43642075283,899650282.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11050,CE      ,205,271.15,181.4,266.8,19500,126450,1686,1136,1427093813,29821312.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11050,PE      ,301.2,317.65,209.95,215.25,31875,111150,1482,857,1255910040,27702540,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11100,CE      ,176.2,242.95,160.25,239.45,662700,1871700,24956,14633,21177946024,402076023.8,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11100,PE      ,327.7,346.5,230.8,236.8,1106325,1108575,14781,8707,12604625119,299442618.8,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11150,CE      ,170.75,217,142.85,213.25,38475,105750,1410,906,1198873474,19760973.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11150,PE      ,347,371.25,256.75,262.65,28350,15075,201,148,172530281.3,4444031.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11200,CE      ,135,193,123.7,189.55,943275,1690425,22539,13402,19207792009,275032008.8,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11200,PE      ,411.05,411.05,279.05,285.95,1053225,548475,7313,4377,6326496371,183576371.3,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11250,CE      ,132.35,171.45,108.65,168.2,44850,96075,1281,795,1094598413,13754662.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11250,PE      ,410.25,438,310,315.35,16275,13050,174,78,151746941.3,4934441.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11300,CE      ,99.5,149.9,95,147.25,981150,1623150,21642,11965,18546264281,204669281.3,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11300,PE      ,462.25,479.55,337,344,402150,173025,2307,1553,2024260748,69078247.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11350,CE      ,98.05,133,82.75,128.95,47475,92025,1227,771,1054567973,10084222.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11350,PE      ,507,507,382.6,384.3,5475,1575,21,20,18544402.5,668152.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11400,CE      ,76.35,113.9,71,111.85,587100,1371675,18289,9544,15766091228,128996227.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11400,PE      ,535.05,554.2,402.7,407.55,79050,53175,709,456,631309968.8,25114968.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11450,CE      ,70,99,61.5,96.9,30900,75225,1003,548,867431763.8,6105513.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11450,PE      ,569.25,569.25,440,442.6,1725,675,9,9,8070963.75,342213.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11500,CE      ,58.55,85.5,52.75,84.25,2132850,2897850,38638,19901,33530000651,204725651.3,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11500,PE      ,605.5,635.15,471.65,477.6,545250,176625,2355,1797,2125819991,94632491.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11550,CE      ,50.55,74.1,45.35,72.35,26100,44025,587,383,511114368.8,2625618.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11550,PE      ,642.7,652,579.45,579.45,1125,225,3,3,2739311.25,140561.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11600,CE      ,45.1,63,38.9,62.1,549150,1169775,15597,8703,13630800206,61410206.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11600,PE      ,700.3,722.4,551.1,557.9,150300,12750,170,138,156048783.8,8148783.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11650,CE      ,38.05,53.8,33.65,53,17550,99975,1333,378,1169142578,4433827.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11650,PE      ,663.3,663.3,663.3,663.3,150,75,1,1,923497.5,49747.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11700,CE      ,33.1,45.75,28.55,44.75,567000,746625,9955,5249,8763620408,28107907.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11700,PE      ,790,813.05,631.55,643.05,21450,9600,128,109,119338518.8,7018518.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11750,CE      ,28.35,38.65,25.45,38.05,34650,25050,334,183,295159998.8,822498.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11750,PE      ,827.3,830.85,732.55,732.55,300,450,6,6,5639857.5,352357.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11800,CE      ,25.95,33.1,21.65,32.25,734475,689475,9193,4678,8154864536,19059536.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11800,PE      ,880,907.35,720,727,15300,10575,141,133,133602457.5,8817457.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11850,CE      ,20,27.25,16.3,26.65,900,4275,57,42,50762917.5,104167.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11900,CE      ,17,24.1,16.4,23.05,430425,384150,5122,2976,4579238483,7853482.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11900,PE      ,953.75,995,816.15,820.75,4350,1575,21,17,20141261.25,1398761.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11950,CE      ,22,22,14.7,19.95,26025,14925,199,110,178619823.8,266073.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,11950,PE      ,993.5,1022.25,935.2,935.2,225,675,9,7,8741103.75,674853.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12000,CE      ,15.05,18,12.55,17.05,1759800,1158900,15452,6840,13924878878,18078877.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12000,PE      ,1069.3,1085.65,900,910.8,724200,66450,886,701,861655061.3,64255061.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12050,CE      ,11.05,16.55,10.55,14.5,3750,3975,53,39,47950597.5,51847.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12100,CE      ,13.95,20.95,9.55,12.3,283125,242550,3234,1994,2937669454,2814453.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12100,PE      ,1172.6,1172.6,1060,1060,1050,675,9,9,8916393.75,748893.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12150,CE      ,11.8,11.8,8.8,11.1,3600,6900,92,44,83903940,68940,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12200,CE      ,9.55,9.95,8.05,9.1,248400,260625,3475,2081,3181932049,2307048.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12200,PE      ,1201.85,1201.85,1088.7,1095.65,30075,1425,19,19,18959857.5,1574857.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12250,CE      ,8.9,8.9,7.3,7.95,8700,5250,70,30,64355317.5,42817.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12300,CE      ,17.9,17.9,6.55,7.45,146700,204300,2724,1404,2514385781,1495781.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12300,PE      ,1208.1,1208.1,1185.95,1196.35,7575,225,3,3,3036671.25,269171.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12350,CE      ,5.8,8.8,5.8,7,11775,8475,113,46,104722871.3,56621.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12400,CE      ,8.95,8.95,5.45,6.45,101025,88725,1183,464,1100756573,566572.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12400,PE      ,1369,1369,1284,1284,525,375,5,5,5147782.5,497782.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12450,CE      ,8,15.9,4.2,6.35,1800,12300,164,50,153211833.8,76833.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12500,CE      ,6.85,8.5,3.8,6.4,633675,708150,9442,2834,8855973458,4098457.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12500,PE      ,1545,1578,1383.4,1391.6,216000,4800,64,62,66924090,6924090,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12550,CE      ,6.8,6.8,4.7,5.2,2025,12075,161,52,151602592.5,61342.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12600,CE      ,6.3,6.9,4.45,5.35,102525,82800,1104,301,1043702636,422636.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12600,PE      ,1595.4,1595.4,1565.45,1565.45,3525,150,2,2,2127063.75,237063.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12650,CE      ,8.4,14,4.15,4.75,2925,24600,328,91,311309992.5,119992.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12700,CE      ,5.75,6,4.05,5.3,68925,50475,673,111,641281038.8,248538.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12700,PE      ,1663.3,1663.3,1663.3,1663.3,10575,75,1,1,1077247.5,124747.5,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12750,CE      ,5.55,5.55,3.7,4.4,1800,5025,67,17,64091291.25,22541.25,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12800,CE      ,5.5,5.5,3.6,4.3,64350,80100,1068,334,1025619424,339423.75,04-08-2020
OPTIDX    ,NIFTY     ,27-08-2020,12800,PE      ,1762.6,1762.6,1695,1695,3075,150,2,2,2179320,259320,04-08-2020
OPTIDX    ,NIFTY     ,03-09-2020,11000,PE      ,270,270,270,270,75,75,1,1,845250,20250,04-08-2020
OPTIDX    ,NIFTY     ,24-09-2020,7500,CE      ,3569,3569,3569,3569,1875,75,1,1,830175,267675,04-08-2020
OPTIDX    ,NIFTY     ,24-09-2020,7500,PE      ,8,8.8,6.15,7.1,84750,9075,121,49,68132797.5,70297.5,04-08-2020
OPTIDX    ,NIFTY     ,24-09-2020,8000,CE      ,3027,3027,3027,3027,1650,75,1,1,827025,227025,04-08-2020
OPTIDX    ,NIFTY     ,24-09-2020,8000,PE      ,10.9,11.95,8.55,9.8,111825,39525,527,161,316576492.5,376492.5,04-08-2020
OPTIDX    ,NIFTY     ,24-09-2020,8500,PE      ,15.45,17.35,13,14.05,35400,14775,197,89,125796960,209460,04-08-2020
OPTIDX    ,NIFTY     ,24-09-2020,8700,CE      ,2390,2390,2390,2390,595050,75,1,1,831750,179250,04-08-2020
OPTIDX    ,NIFTY     ,24-09-2020,8900,PE      ,25,25,25,25,300,300,4,1,2677500,7500,04-08-2020
OPTIDX    ,NIFTY     ,24-09-2020,9000,CE      ,1938,2110,1938,2110,29775,6075,81,81,67180758.75,12505758.75,04-08-2020
OPTIDX    ,NIFTY     ,24-09-2020,9000,PE      ,27.75,29,20.65,21.7,180900,44475,593,356,401381850,1106850,04-08-2020
OPTIDX    ,NIFTY     ,24-09-2020,9200,PE      ,22.35,22.35,22.35,22.35,225,75,1,1,691676.25,1676.25,04-08-2020
OPTIDX    ,NIFTY     ,24-09-2020,9500,CE      ,1517,1606,1510,1606,57450,5325,71,65,58696578.75,8109078.75,04-08-2020
OPTIDX    ,NIFTY     ,24-09-2020,9500,PE      ,52.45,55.1,37.4,38.5,356625,202950,2706,1631,1937408944,9383943.75,04-08-2020
OPTIDX    ,NIFTY     ,24-09-2020,9700,PE      ,70,70,46.05,49,1350,825,11,11,8050608.75,48108.75,04-08-2020
OPTIDX    ,NIFTY     ,24-09-2020,9800,PE      ,90,90,52.6,59.1,7425,2925,39,30,28862823.75,197823.75,04-08-2020
